date,campaign,spend,impressions,clicks,conversions
2022-03-29,food_launch_campaign,634.0,35916,1618,91
2022-03-29,spring_campaign,443.3,28348,719,48
2022-03-30,food_launch_campaign,847.24,39355,1585,121
2022-03-30,spring_campaign,546.76,32963,1127,102
2022-03-31,spring_campaign,462.62,26199,740,48
2022-03-31,food_launch_campaign,535.48,42045,1764,109
2022-04-01,summer_promotion,491.49,28519,1123,90
2022-04-01,food_launch_campaign,603.48,43948,1989,116
2022-04-02,summer_promotion,343.96,17652,749,73
2022-04-02,food_launch_campaign,803.72,45428,1802,129
2022-04-03,food_launch_campaign,624.47,34981,1146,74
2022-04-03,summer_promotion,580.68,31175,972,95
2022-04-04,food_launch_campaign,875.09,27183,939,69
2022-04-04,summer_promotion,630.04,42832,1319,96
2022-04-05,summer_promotion,691.74,38389,1289,121
2022-04-05,food_launch_campaign,730.84,48131,1910,129
2022-04-06,food_launch_campaign,738.14,46526,1676,126
2022-04-06,summer_promotion,643.69,31587,819,47
2022-04-07,food_launch_campaign,481.82,36625,1335,86
2022-04-07,summer_promotion,559.53,28458,808,59
2022-04-08,food_launch_campaign,548.15,32839,1211,85
2022-04-08,summer_promotion,669.05,41877,1295,124
2022-04-09,food_launch_campaign,799.84,47036,2068,144
2022-04-09,summer_promotion,713.78,39261,935,78
2022-04-10,food_launch_campaign,745.1,36492,1235,77
2022-04-10,summer_promotion,494.57,22192,698,52
2022-04-11,summer_promotion,572.64,26320,778,63
2022-04-11,food_launch_campaign,829.62,28315,1090,68
2022-04-12,food_launch_campaign,693.17,43709,1490,91
2022-04-12,summer_promotion,698.86,37535,1011,68
2022-04-13,summer_promotion,832.84,45624,1253,123
2022-04-13,food_launch_campaign,832.19,36995,1533,93
2022-04-14,summer_promotion,615.43,31776,885,35
2022-04-14,food_launch_campaign,765.13,34607,1341,87
2022-04-15,summer_promotion,585.5,28101,796,74
2022-04-15,food_launch_campaign,781.49,32823,1012,65
2022-04-16,summer_promotion,655.94,32631,912,61
2022-04-16,food_launch_campaign,867.35,34611,1395,83
2022-04-17,summer_promotion,688.77,44309,1114,91
2022-04-17,food_launch_campaign,812.1,35407,1410,93
2022-04-18,food_launch_campaign,684.14,41834,1514,117
2022-04-18,summer_promotion,723.1,31727,957,93
2022-04-19,summer_promotion,789.69,45753,1432,134
2022-04-19,food_launch_campaign,939.12,37468,1234,70
2022-04-20,food_launch_campaign,628.65,42123,1862,105
2022-04-20,summer_promotion,644.76,37472,954,59
2022-04-21,food_launch_campaign,646.57,53314,1958,135
2022-04-21,summer_promotion,804.3,44329,1789,141
2022-04-22,food_launch_campaign,873.86,36426,1508,82
2022-04-22,summer_promotion,718.5,41412,1198,132
2022-04-23,summer_promotion,557.69,28714,1178,136
2022-04-23,food_launch_campaign,785.01,32480,1256,87
2022-04-24,summer_promotion,538.56,28112,572,36
2022-04-24,food_launch_campaign,999.87,42635,1534,81
2022-04-25,summer_promotion,759.87,43387,1253,107
2022-04-25,food_launch_campaign,834.64,34686,1386,77
2022-04-26,summer_promotion,632.36,31516,1249,107
2022-04-26,food_launch_campaign,680.53,35498,1326,80
2022-04-27,food_launch_campaign,686.27,41231,1434,103
2022-04-27,summer_promotion,495.71,29342,985,69
2022-04-28,food_launch_campaign,748.8,39285,1276,81
2022-04-28,summer_promotion,509.6,26069,861,64
2022-04-29,summer_promotion,726.57,43441,1321,73
2022-04-29,food_launch_campaign,840.11,36656,1185,65
2022-04-30,summer_promotion,569.55,28484,1116,99
2022-04-30,food_launch_campaign,622.53,29988,992,67
2022-05-01,summer_promotion,733.76,38370,1417,119
2022-05-02,summer_promotion,597.98,34267,967,96
2022-05-03,summer_promotion,504.53,27634,675,52
2022-05-04,summer_promotion,584.82,27861,1242,95
2022-05-05,summer_promotion,732.62,33080,1099,75
2022-05-06,summer_promotion,733.26,43071,1506,146
2022-05-07,summer_promotion,487.36,26754,893,78
2022-05-08,summer_promotion,738.28,51470,1508,138
2022-05-09,summer_promotion,686.81,38472,1013,97
2022-05-10,summer_promotion,747.98,41264,1479,124
2022-05-11,summer_promotion,668.6,30941,958,96
2022-05-12,summer_promotion,634.92,32807,1312,124
2022-05-13,summer_promotion,535.42,26551,910,73
2022-05-14,summer_promotion,620.34,37832,1012,103
2022-05-15,summer_promotion,579.66,28347,1012,77
2022-05-16,summer_promotion,440.84,28594,962,78
2022-05-17,summer_promotion,652.08,41144,1513,106
2022-05-18,summer_promotion,374.77,22889,761,35
2022-05-19,summer_promotion,441.38,24093,679,59
2022-05-20,summer_promotion,572.18,32215,1042,88
2022-05-21,summer_promotion,613.44,39354,1340,86
2022-05-22,summer_promotion,736.45,39103,1072,77
2022-05-23,summer_promotion,775.56,44931,1354,125
2022-05-24,summer_promotion,548.03,25185,890,81
2022-05-25,summer_promotion,449.85,20530,655,69
2022-05-26,summer_promotion,544.94,29111,756,79
2022-05-27,summer_promotion,572.96,32006,1028,92
2022-05-28,summer_promotion,717.52,33352,790,75
2022-05-29,summer_promotion,476.51,28804,1084,63
2022-05-30,summer_promotion,870.38,53635,1526,144
2022-05-31,summer_promotion,720.0,33983,1253,118
2022-06-01,summer_promotion,620.42,31064,824,64
2022-06-02,summer_promotion,764.24,42468,1373,88
2022-06-03,summer_promotion,525.03,28720,657,50
2022-06-04,summer_promotion,711.88,37292,893,83
2022-06-05,summer_promotion,729.08,32313,904,71
2022-06-06,summer_promotion,814.89,45661,1441,111
2022-06-07,summer_promotion,506.83,33886,1055,84
2022-06-08,summer_promotion,769.46,46315,1512,139
2022-06-09,summer_promotion,551.36,33579,1070,81
2022-06-10,summer_promotion,811.85,43631,1497,93
2022-06-11,summer_promotion,783.28,45587,1400,80
2022-06-12,summer_promotion,597.72,36430,1317,117
2022-06-13,summer_promotion,864.08,48656,1856,168
2022-06-14,summer_promotion,688.65,37493,1146,88
2022-06-15,summer_promotion,743.73,43638,1419,133
2022-06-16,summer_promotion,369.91,18088,556,46
2022-06-17,summer_promotion,611.88,37574,1106,71
2022-06-18,summer_promotion,758.05,39421,907,73
2022-06-19,summer_promotion,870.2,48388,1915,168
2022-06-20,summer_promotion,647.65,31832,1266,118
2022-06-21,summer_promotion,593.02,33981,1414,125
2022-06-22,summer_promotion,633.72,32076,913,66
2022-06-23,summer_promotion,360.11,18025,595,36
2022-06-24,summer_promotion,565.21,33068,1060,67
2022-06-25,summer_promotion,865.64,48485,1872,143
2022-06-26,summer_promotion,639.18,36123,1247,103
2022-06-27,summer_promotion,643.93,30047,848,90
2022-06-28,summer_promotion,529.09,29322,658,44
2022-06-29,summer_promotion,691.6,33269,1108,83
2022-06-30,summer_promotion,568.42,26741,837,51
2022-07-01,back_to_school,596.71,33869,1741,106
2022-07-02,back_to_school,817.9,41322,1494,123
2022-07-03,back_to_school,586.28,34614,599,48
2022-07-04,back_to_school,444.6,24692,851,89
2022-07-05,back_to_school,617.56,35054,968,92
2022-07-06,back_to_school,562.91,27478,782,63
2022-07-07,back_to_school,613.85,34970,1215,119
2022-07-08,back_to_school,603.58,29456,988,92
2022-07-09,back_to_school,794.08,42124,1428,116
2022-07-10,back_to_school,570.93,27690,812,80
2022-07-11,back_to_school,555.01,25025,909,80
2022-07-12,back_to_school,563.79,28147,1030,86
2022-07-13,back_to_school,731.32,45159,1807,137
2022-07-14,back_to_school,677.51,34321,1294,128
2022-07-15,back_to_school,739.1,41608,1293,122
2022-07-16,back_to_school,576.55,30657,963,62
2022-07-17,back_to_school,646.07,28348,1114,90
2022-07-18,back_to_school,508.5,27245,986,88
2022-07-19,back_to_school,334.79,15681,420,36
2022-07-20,back_to_school,607.74,32777,1398,122
2022-07-21,back_to_school,656.41,33500,1264,107
2022-07-22,back_to_school,690.49,33652,995,85
2022-07-23,back_to_school,507.46,24153,1016,94
2022-07-24,back_to_school,477.34,23724,808,62
2022-07-25,back_to_school,635.66,36985,883,49
2022-07-26,back_to_school,602.8,32626,946,68
2022-07-27,back_to_school,547.94,23406,894,78
2022-07-28,back_to_school,627.96,30859,1196,91
2022-07-29,back_to_school,618.33,31526,1133,129
2022-07-30,back_to_school,455.31,23283,430,39
2022-07-31,back_to_school,608.32,27211,814,67
2022-08-01,back_to_school,673.84,35308,875,63
2022-08-02,back_to_school,614.61,34340,795,63
2022-08-03,back_to_school,648.29,27838,967,78
2022-08-04,back_to_school,501.65,29123,990,82
2022-08-05,back_to_school,589.56,28784,946,91
2022-08-06,back_to_school,363.71,17282,656,48
2022-08-07,back_to_school,518.94,24441,717,67
2022-08-08,back_to_school,550.34,30819,876,59
2022-08-09,back_to_school,634.7,34425,1059,101
2022-08-10,back_to_school,522.59,23954,782,53
2022-08-11,back_to_school,576.01,26869,1050,97
2022-08-12,back_to_school,643.08,35713,1134,79
2022-08-13,back_to_school,624.98,36519,1489,114
2022-08-14,back_to_school,796.89,36156,976,96
2022-08-15,back_to_school,540.76,30170,840,67
2022-08-16,back_to_school,601.13,32291,856,80
2022-08-17,back_to_school,550.07,28178,960,79
2022-08-18,back_to_school,467.15,23970,684,52
2022-08-19,back_to_school,588.42,32854,1139,100
2022-08-20,back_to_school,622.22,30317,1087,78
2022-08-21,back_to_school,658.18,35527,866,86
2022-08-22,back_to_school,569.89,26610,829,56
2022-08-23,back_to_school,746.05,42769,1407,107
2022-08-24,back_to_school,623.77,35571,1067,72
2022-08-25,back_to_school,594.1,25617,635,49
2022-08-26,back_to_school,609.98,38316,780,56
2022-08-27,back_to_school,433.22,25206,725,61
2022-08-28,back_to_school,630.1,30315,1133,122
2022-08-29,back_to_school,572.0,33942,1257,117
2022-08-30,back_to_school,562.67,32415,1109,83
2022-08-31,back_to_school,709.08,36435,1665,141
2022-09-01,mid_autumn_campaign,337.42,16792,584,55
2022-09-01,coffee_expansion_campaign,449.33,34661,1453,105
2022-09-02,mid_autumn_campaign,664.4,35735,1088,86
2022-09-02,coffee_expansion_campaign,600.99,24803,896,71
2022-09-03,coffee_expansion_campaign,405.0,29331,1285,88
2022-09-03,mid_autumn_campaign,524.25,33845,1365,112
2022-09-04,coffee_expansion_campaign,623.26,34978,1534,102
2022-09-04,mid_autumn_campaign,634.81,33402,1123,122
2022-09-05,coffee_expansion_campaign,584.53,24517,1082,82
2022-09-05,mid_autumn_campaign,715.39,36395,1075,93
2022-09-06,coffee_expansion_campaign,661.01,26341,966,72
2022-09-06,mid_autumn_campaign,574.78,32322,855,60
2022-09-07,coffee_expansion_campaign,519.56,33920,1187,84
2022-09-07,mid_autumn_campaign,507.81,23929,887,50
2022-09-08,coffee_expansion_campaign,514.62,26554,1184,81
2022-09-08,mid_autumn_campaign,563.45,26224,801,67
2022-09-09,coffee_expansion_campaign,506.87,26757,1055,89
2022-09-09,mid_autumn_campaign,449.1,22214,907,75
2022-09-10,mid_autumn_campaign,573.95,34104,1019,93
2022-09-10,coffee_expansion_campaign,572.51,23494,1075,82
2022-09-11,coffee_expansion_campaign,599.25,30897,1339,106
2022-09-11,mid_autumn_campaign,578.05,34994,1282,111
2022-09-12,mid_autumn_campaign,533.65,30527,1051,94
2022-09-12,coffee_expansion_campaign,678.75,26907,928,63
2022-09-13,mid_autumn_campaign,535.81,26944,1096,101
2022-09-13,coffee_expansion_campaign,540.25,31548,1411,112
2022-09-14,coffee_expansion_campaign,478.02,30627,1343,85
2022-09-14,mid_autumn_campaign,531.33,35617,1088,114
2022-09-15,mid_autumn_campaign,683.34,28168,976,55
2022-09-15,coffee_expansion_campaign,560.98,34468,1372,102
2022-09-16,mid_autumn_campaign,814.49,41882,1507,119
2022-09-16,coffee_expansion_campaign,589.36,26930,997,63
2022-09-17,mid_autumn_campaign,718.39,40524,1693,139
2022-09-17,coffee_expansion_campaign,397.61,25394,931,76
2022-09-18,mid_autumn_campaign,487.24,30774,992,69
2022-09-18,coffee_expansion_campaign,468.53,27466,1291,107
2022-09-19,mid_autumn_campaign,589.98,35608,1168,94
2022-09-19,coffee_expansion_campaign,537.79,34013,1277,88
2022-09-20,coffee_expansion_campaign,605.05,23579,798,54
2022-09-20,mid_autumn_campaign,575.48,30512,1013,86
2022-09-21,mid_autumn_campaign,548.55,30844,1038,93
2022-09-21,coffee_expansion_campaign,391.59,36435,1236,95
2022-09-22,mid_autumn_campaign,547.27,28861,1133,106
2022-09-22,coffee_expansion_campaign,541.03,24030,1144,98
2022-09-23,coffee_expansion_campaign,554.1,30161,1368,89
2022-09-23,mid_autumn_campaign,542.25,28971,1217,108
2022-09-24,coffee_expansion_campaign,510.43,32433,1596,114
2022-09-24,mid_autumn_campaign,473.72,26404,1000,60
2022-09-25,mid_autumn_campaign,650.24,38215,1170,96
2022-09-25,coffee_expansion_campaign,596.65,29565,1092,67
2022-09-26,coffee_expansion_campaign,755.09,32446,1589,135
2022-09-26,mid_autumn_campaign,563.27,25137,819,79
2022-09-27,mid_autumn_campaign,553.38,29204,959,71
2022-09-27,coffee_expansion_campaign,766.99,24696,1237,99
2022-09-28,coffee_expansion_campaign,482.49,31322,1342,88
2022-09-28,mid_autumn_campaign,439.81,26147,916,96
2022-09-29,mid_autumn_campaign,515.17,23940,673,47
2022-09-29,coffee_expansion_campaign,554.53,31336,1194,101
2022-09-30,coffee_expansion_campaign,587.53,26829,1168,71
2022-09-30,mid_autumn_campaign,730.05,43877,1086,95
2022-10-01,mid_autumn_campaign,543.08,26244,805,71
2022-10-01,coffee_expansion_campaign,635.0,29500,1027,82
2022-10-02,coffee_expansion_campaign,639.53,27121,1035,71
2022-10-02,mid_autumn_campaign,583.75,30231,1024,79
2022-10-03,mid_autumn_campaign,528.07,28538,1000,96
2022-10-03,coffee_expansion_campaign,503.94,24176,988,59
2022-10-04,coffee_expansion_campaign,361.49,20525,896,62
2022-10-04,mid_autumn_campaign,485.74,22886,672,62
2022-10-05,mid_autumn_campaign,636.95,29523,1090,80
2022-10-05,coffee_expansion_campaign,519.86,21806,868,54
2022-10-06,coffee_expansion_campaign,687.18,36918,1490,87
2022-10-06,mid_autumn_campaign,453.72,25866,903,88
2022-10-07,mid_autumn_campaign,734.92,35973,1391,106
2022-10-07,coffee_expansion_campaign,570.08,34048,1374,116
2022-10-08,mid_autumn_campaign,532.56,31503,1244,126
2022-10-08,coffee_expansion_campaign,534.57,33966,1205,82
2022-10-09,coffee_expansion_campaign,467.61,32260,1352,116
2022-10-09,mid_autumn_campaign,628.71,33659,1046,66
2022-10-10,mid_autumn_campaign,581.55,26303,826,88
2022-10-10,coffee_expansion_campaign,487.01,28230,1124,96
2022-10-11,mid_autumn_campaign,553.84,29230,986,81
2022-10-11,coffee_expansion_campaign,466.73,25910,1145,88
2022-10-12,coffee_expansion_campaign,318.16,32733,1373,90
2022-10-12,mid_autumn_campaign,366.49,19159,468,40
2022-10-13,coffee_expansion_campaign,590.37,30798,1438,85
2022-10-13,mid_autumn_campaign,507.24,23679,689,35
2022-10-14,mid_autumn_campaign,525.09,27199,916,60
2022-10-14,coffee_expansion_campaign,402.29,25109,946,72
2022-10-15,coffee_expansion_campaign,679.55,29725,1479,100
2022-10-15,mid_autumn_campaign,547.62,35777,1086,82
2022-10-16,mid_autumn_campaign,556.74,32168,1012,117
2022-10-17,mid_autumn_campaign,621.01,32137,1146,106
2022-10-18,mid_autumn_campaign,519.93,29668,860,82
2022-10-19,mid_autumn_campaign,342.35,18678,617,38
2022-10-20,mid_autumn_campaign,417.53,19550,758,74
2022-10-21,mid_autumn_campaign,461.41,26781,873,68
2022-10-22,mid_autumn_campaign,456.47,23619,761,56
2022-10-23,mid_autumn_campaign,703.48,39552,1115,119
2022-10-24,mid_autumn_campaign,429.65,20718,464,37
2022-10-25,mid_autumn_campaign,649.8,30465,927,67
2022-10-26,mid_autumn_campaign,537.96,27025,711,50
2022-10-27,mid_autumn_campaign,442.66,26229,915,63
2022-10-28,mid_autumn_campaign,614.27,28827,848,58
2022-10-29,mid_autumn_campaign,564.35,31024,864,71
2022-10-30,mid_autumn_campaign,543.39,33551,900,77
2022-10-31,mid_autumn_campaign,723.63,46243,1210,80
2022-11-01,year_end_promotion,869.43,39369,1049,79
2022-11-02,year_end_promotion,873.26,39578,1281,100
2022-11-03,year_end_promotion,1116.44,63650,1823,190
2022-11-04,year_end_promotion,628.27,31516,1189,108
2022-11-05,year_end_promotion,882.33,42613,1011,91
2022-11-06,year_end_promotion,719.77,41967,1280,113
2022-11-07,year_end_promotion,755.89,38722,1480,111
2022-11-08,year_end_promotion,1045.13,61976,1533,95
2022-11-09,year_end_promotion,636.82,31260,728,81
2022-11-10,year_end_promotion,601.65,38858,1662,159
2022-11-11,year_end_promotion,805.8,41137,1551,162
2022-11-12,year_end_promotion,1013.12,64220,2220,210
2022-11-13,year_end_promotion,693.82,34245,804,70
2022-11-14,year_end_promotion,446.14,23629,807,68
2022-11-15,year_end_promotion,853.53,42175,1311,111
2022-11-16,year_end_promotion,660.4,43848,1092,85
2022-11-17,year_end_promotion,730.66,42185,1248,93
2022-11-18,year_end_promotion,841.79,36858,1575,139
2022-11-19,year_end_promotion,589.02,30805,897,73
2022-11-20,year_end_promotion,861.38,49677,1047,95
2022-11-21,year_end_promotion,736.75,32962,1181,100
2022-11-22,year_end_promotion,652.91,36603,1244,62
2022-11-23,year_end_promotion,867.96,41643,1421,118
2022-11-24,year_end_promotion,834.34,52510,1645,128
2022-11-25,year_end_promotion,624.25,35730,1277,106
2022-11-26,year_end_promotion,504.59,29660,939,67
2022-11-27,year_end_promotion,710.46,38019,1221,113
2022-11-28,year_end_promotion,874.32,45338,1525,163
2022-11-29,year_end_promotion,764.59,34609,1449,92
2022-11-30,year_end_promotion,587.32,26128,848,93
2022-12-01,year_end_promotion,880.88,48888,1543,128
2022-12-02,year_end_promotion,727.82,49443,1839,154
2022-12-03,year_end_promotion,790.84,42024,1263,95
2022-12-04,year_end_promotion,910.06,45982,1422,132
2022-12-05,year_end_promotion,1120.65,55162,1405,121
2022-12-06,year_end_promotion,680.25,39795,1337,134
2022-12-07,year_end_promotion,708.06,33992,1117,96
2022-12-08,year_end_promotion,833.83,46341,2038,160
2022-12-09,year_end_promotion,863.95,45799,1529,136
2022-12-10,year_end_promotion,725.06,36744,1415,116
2022-12-11,year_end_promotion,663.47,27890,764,40
2022-12-12,year_end_promotion,887.56,47194,1769,144
2022-12-13,year_end_promotion,894.63,48714,1488,101
2022-12-14,year_end_promotion,709.41,37247,1204,94
2022-12-15,year_end_promotion,966.82,51957,1566,117
2022-12-16,year_end_promotion,949.66,55842,1812,125
2022-12-17,year_end_promotion,670.48,36583,1232,96
2022-12-18,year_end_promotion,867.95,48585,1469,105
2022-12-19,year_end_promotion,709.89,41924,1759,126
2022-12-20,year_end_promotion,641.38,31178,1209,111
2022-12-21,year_end_promotion,1082.2,44597,1191,117
2022-12-22,year_end_promotion,574.31,32485,1100,80
2022-12-23,year_end_promotion,840.04,42655,1339,112
2022-12-24,year_end_promotion,759.51,48735,1691,167
2022-12-25,year_end_promotion,737.28,42368,1313,100
2022-12-26,year_end_promotion,705.55,41412,1452,94
2022-12-27,year_end_promotion,707.88,35814,1111,118
2022-12-28,year_end_promotion,905.18,47181,1375,99
2022-12-29,year_end_promotion,924.77,41919,924,94
2022-12-30,year_end_promotion,1014.64,56956,2041,122
2022-12-31,year_end_promotion,366.82,18835,648,58
2023-01-01,tet_promotion,1229.95,62532,2010,179
2023-01-02,tet_promotion,809.08,43347,1386,79
2023-01-03,tet_promotion,1115.74,63679,1837,148
2023-01-04,tet_promotion,1028.77,53534,1647,101
2023-01-05,tet_promotion,1037.14,56304,1878,114
2023-01-06,tet_promotion,1223.19,66623,2002,226
2023-01-07,tet_promotion,935.29,42170,1263,62
2023-01-08,tet_promotion,1121.12,57323,1620,160
2023-01-09,tet_promotion,662.74,37572,814,59
2023-01-10,tet_promotion,738.6,45872,1872,146
2023-01-11,tet_promotion,1085.7,57013,1985,143
2023-01-12,tet_promotion,653.03,28098,952,110
2023-01-13,tet_promotion,988.74,49930,2074,180
2023-01-14,tet_promotion,960.22,52850,1655,129
2023-01-15,tet_promotion,699.43,39514,1245,125
2023-01-16,tet_promotion,880.39,37350,1176,127
2023-01-17,tet_promotion,877.92,42460,1104,74
2023-01-18,tet_promotion,892.04,41631,1643,129
2023-01-19,tet_promotion,961.45,59579,2354,188
2023-01-20,tet_promotion,999.35,57822,1794,102
2023-01-21,tet_promotion,1054.12,61972,2111,147
2023-01-22,tet_promotion,909.73,45588,1389,141
2023-01-23,tet_promotion,1202.64,69123,2401,224
2023-01-24,tet_promotion,940.92,49984,1430,117
2023-01-25,tet_promotion,1326.61,77796,2355,179
2023-01-26,tet_promotion,796.26,44393,1506,93
2023-01-27,tet_promotion,1025.55,51520,2016,172
2023-01-28,tet_promotion,1234.57,62824,1919,168
2023-01-29,tet_promotion,1122.24,63823,1648,141
2023-01-30,tet_promotion,946.77,48339,1389,151
2023-01-31,tet_promotion,876.74,42628,1499,127
2023-02-01,tet_promotion,930.13,54069,1861,165
2023-02-02,tet_promotion,1106.67,61112,1766,137
2023-02-03,tet_promotion,854.56,46821,1245,69
2023-02-04,tet_promotion,957.96,43831,974,85
2023-02-05,tet_promotion,822.31,46430,1361,90
2023-02-06,tet_promotion,731.93,37002,1133,80
2023-02-07,tet_promotion,895.29,39919,1280,72
2023-02-08,tet_promotion,910.1,52457,1964,213
2023-02-09,tet_promotion,678.83,39371,1496,146
2023-02-10,tet_promotion,785.25,43951,1814,111
2023-02-11,tet_promotion,1023.86,61496,1752,160
2023-02-12,tet_promotion,761.23,37161,1037,89
2023-02-13,tet_promotion,927.56,54855,1497,122
2023-02-14,tet_promotion,1106.13,62874,1594,148
2023-02-15,tet_promotion,861.8,48102,1610,162
2023-02-16,tet_promotion,962.78,41140,1033,96
2023-02-17,tet_promotion,899.15,54141,1806,129
2023-02-18,tet_promotion,1126.72,55036,1196,135
2023-02-19,tet_promotion,618.67,35439,1300,111
2023-02-20,tet_promotion,657.26,39103,968,61
2023-02-21,tet_promotion,881.61,51285,1718,163
2023-02-22,tet_promotion,867.7,45605,1199,93
2023-02-23,tet_promotion,1043.68,54075,1858,138
2023-02-24,tet_promotion,842.44,45317,1405,128
2023-02-25,tet_promotion,973.27,62030,1916,152
2023-02-26,tet_promotion,766.45,41156,1457,105
2023-02-27,tet_promotion,934.57,53984,1692,127
2023-02-28,tet_promotion,1108.17,59987,2038,204
2023-03-01,spring_campaign,665.8,34312,1006,88
2023-03-01,food_launch_campaign,877.62,42216,1796,114
2023-03-02,spring_campaign,538.81,22879,876,72
2023-03-02,food_launch_campaign,755.92,43044,1823,129
2023-03-03,food_launch_campaign,682.08,30780,1250,91
2023-03-03,spring_campaign,625.16,29201,1122,83
2023-03-04,food_launch_campaign,743.4,33054,1293,86
2023-03-04,spring_campaign,541.3,24561,764,60
2023-03-05,spring_campaign,533.58,29947,966,93
2023-03-05,food_launch_campaign,743.38,38415,1736,96
2023-03-06,spring_campaign,505.48,24133,769,70
2023-03-06,food_launch_campaign,875.23,39230,1700,131
2023-03-07,food_launch_campaign,613.04,41096,1525,89
2023-03-07,spring_campaign,675.67,39404,912,80
2023-03-08,spring_campaign,697.11,37595,1105,96
2023-03-08,food_launch_campaign,845.43,38741,1282,89
2023-03-09,spring_campaign,502.0,28763,918,94
2023-03-09,food_launch_campaign,807.42,39327,1467,110
2023-03-10,spring_campaign,601.63,29681,1039,100
2023-03-10,food_launch_campaign,851.99,39405,1509,83
2023-03-11,spring_campaign,495.52,25309,517,49
2023-03-11,food_launch_campaign,678.68,46439,1754,128
2023-03-12,food_launch_campaign,546.02,40937,1500,99
2023-03-12,spring_campaign,493.6,20317,470,37
2023-03-13,spring_campaign,627.58,33288,1143,75
2023-03-13,food_launch_campaign,744.91,44777,1737,131
2023-03-14,spring_campaign,418.73,24596,846,69
2023-03-14,food_launch_campaign,745.89,42416,1912,127
2023-03-15,food_launch_campaign,789.13,44460,1580,113
2023-03-15,spring_campaign,679.39,32614,974,95
2023-03-16,food_launch_campaign,623.64,44881,2042,155
2023-03-16,spring_campaign,734.61,39384,1590,117
2023-03-17,food_launch_campaign,626.0,31814,1339,92
2023-03-17,spring_campaign,584.76,30728,739,63
2023-03-18,spring_campaign,644.68,33972,1074,111
2023-03-18,food_launch_campaign,806.29,36400,1566,94
2023-03-19,food_launch_campaign,842.31,38620,1432,77
2023-03-19,spring_campaign,427.82,19172,549,35
2023-03-20,food_launch_campaign,690.94,37445,1227,64
2023-03-20,spring_campaign,685.77,37973,1050,78
2023-03-21,spring_campaign,836.28,41814,1178,103
2023-03-21,food_launch_campaign,557.51,42244,1742,126
2023-03-22,food_launch_campaign,761.03,28017,1258,97
2023-03-22,spring_campaign,615.42,33762,926,60
2023-03-23,spring_campaign,611.24,32547,773,77
2023-03-23,food_launch_campaign,613.23,45686,1953,142
2023-03-24,food_launch_campaign,633.45,40415,1354,86
2023-03-24,spring_campaign,629.04,32808,1006,86
2023-03-25,spring_campaign,483.74,22099,742,46
2023-03-25,food_launch_campaign,680.87,34530,1471,107
2023-03-26,spring_campaign,590.82,26671,840,68
2023-03-26,food_launch_campaign,830.0,40729,1239,87
2023-03-27,food_launch_campaign,844.68,26416,864,62
2023-03-27,spring_campaign,729.12,34520,860,62
2023-03-28,food_launch_campaign,728.39,35605,1336,90
2023-03-28,spring_campaign,440.35,22069,752,70
2023-03-29,spring_campaign,716.9,35314,1594,179
2023-03-29,food_launch_campaign,504.53,32233,1380,95
2023-03-30,food_launch_campaign,318.92,38884,1531,95
2023-03-30,spring_campaign,531.78,21364,674,56
2023-03-31,spring_campaign,323.54,17469,540,38
2023-03-31,food_launch_campaign,707.87,39249,1601,117
2023-04-01,summer_promotion,767.83,45638,1348,116
2023-04-01,food_launch_campaign,494.84,47260,1787,139
2023-04-02,summer_promotion,608.67,29805,965,88
2023-04-02,food_launch_campaign,643.29,40406,1585,115
2023-04-03,summer_promotion,620.03,25191,879,51
2023-04-03,food_launch_campaign,601.96,44187,1636,119
2023-04-04,summer_promotion,705.16,45102,1439,94
2023-04-04,food_launch_campaign,621.77,32722,1005,72
2023-04-05,food_launch_campaign,923.21,47121,1550,101
2023-04-05,summer_promotion,508.52,30716,980,89
2023-04-06,food_launch_campaign,751.82,40617,1738,113
2023-04-06,summer_promotion,805.05,42891,1305,90
2023-04-07,food_launch_campaign,698.37,36642,1335,80
2023-04-07,summer_promotion,307.15,13727,433,34
2023-04-08,summer_promotion,740.12,39095,1281,121
2023-04-08,food_launch_campaign,620.1,37250,1406,80
2023-04-09,food_launch_campaign,637.5,28898,1139,86
2023-04-09,summer_promotion,580.08,30098,721,70
2023-04-10,food_launch_campaign,723.4,46663,1987,127
2023-04-10,summer_promotion,694.77,39203,1556,154
2023-04-11,food_launch_campaign,803.63,35516,1232,76
2023-04-11,summer_promotion,682.55,39701,985,88
2023-04-12,food_launch_campaign,712.72,44795,1680,91
2023-04-12,summer_promotion,707.25,31195,1206,88
2023-04-13,summer_promotion,774.86,39603,1463,149
2023-04-13,food_launch_campaign,689.39,38243,1175,79
2023-04-14,summer_promotion,586.9,26188,819,78
2023-04-14,food_launch_campaign,888.69,34697,1238,84
2023-04-15,summer_promotion,643.88,32180,1107,47
2023-04-15,food_launch_campaign,690.92,37887,1432,77
2023-04-16,food_launch_campaign,812.85,38636,1258,96
2023-04-16,summer_promotion,607.44,27624,924,67
2023-04-17,food_launch_campaign,856.82,43772,1473,98
2023-04-17,summer_promotion,551.49,28399,700,58
2023-04-18,food_launch_campaign,859.46,30743,1191,67
2023-04-18,summer_promotion,605.24,31084,882,84
2023-04-19,food_launch_campaign,733.86,40702,1379,86
2023-04-19,summer_promotion,676.48,38308,1317,93
2023-04-20,summer_promotion,760.79,42303,1419,110
2023-04-20,food_launch_campaign,983.29,38895,1576,113
2023-04-21,summer_promotion,636.98,37044,1589,112
